brand,model,model_year,engine,transmission,int_col,accident,price
Mercedes-Benz,AMG C 63 Base,2020,469.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,None reported,57999
GMC,Yukon SLT,2015,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,At least 1 accident or damage reported,30000
Audi,e-tron Premium,2021,Electric,1-Speed Automatic,Black,None reported,39599
Mercedes-Benz,C-Class C 300 Luxury,2015,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,None reported,17000
Land,Rover Range Rover Sport Supercharged HSE,2016,340.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Brown,None reported,37500
Chevrolet,Corvette Stingray w/3LT,2023,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,98000
Ford,Transit Connect XLT,2015,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,14500
Subaru,Impreza 2.0i,2018,152.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,At least 1 accident or damage reported,16000
Cadillac,CT4 Luxury,2020,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,28500
Audi,S4 3.0T Premium Plus,2018,354.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,At least 1 accident or damage reported,38000
Cadillac,Escalade EXT Base,2009,403.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Beige,At least 1 accident or damage reported,16900
Porsche,718 Boxster GTS,2019,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,99750
Mercedes-Benz,Sprinter 2500,2016,161.0HP 2.1L 4 Cylinder Engine Diesel Fuel,A/T,Black,None reported,33490
Chevrolet,Suburban LT,2017,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,Transmission Overdrive Switch,Black,At least 1 accident or damage reported,26000
Ford,Mustang EcoBoost Premium,2017,310.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,At least 1 accident or damage reported,20989
Dodge,Challenger SRT8,2008,425.0HP 6.1L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,10500
Acura,Integra LS,1998,140.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,–,At least 1 accident or damage reported,5500
Lexus,GX 470 Base,2005,270.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,At least 1 accident or damage reported,13450
GMC,Yukon XL Denali,2018,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,None reported,51000
Lexus,GX 460 Base,2018,301.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,At least 1 accident or damage reported,34700
Chrysler,Town & Country Touring-L,2013,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Black,None reported,9500
Nissan,Pathfinder SL,2020,284.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,CVT Transmission,Black,None reported,28999
Volvo,XC90 T6 Inscription,2020,316.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,None reported,50000
Porsche,Taycan Turbo,2020,Dual AC Electric Motors,Single-Speed Fixed Gear,BEIGE,None reported,96900
Chevrolet,Avalanche LTZ,2013,320.0HP 5.3L 8 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,At least 1 accident or damage reported,27499
Cadillac,Escalade EXT Base,2007,403.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,22999
Ford,Transit Connect XLT,2015,169.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,9888
Chevrolet,Suburban LT,2018,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,34500
Tesla,Model Y Long Range,2021,425.0HP Electric Motor Electric Fuel System,A/T,Black,None reported,48500
Chevrolet,Suburban 1500 LT,2015,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,18000
Subaru,Impreza WRX STI,2014,305.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,At least 1 accident or damage reported,30000
MINI,Countryman Cooper S ALL4,2016,181.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,12750
Chevrolet,Corvette Base,2008,430.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,None reported,31000
RAM,1500 Big Horn,2015,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,At least 1 accident or damage reported,14000
Lincoln,MKX Black Label,2017,335.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,26500
Toyota,Highlander XLE,2023,2.4L I4 16V PDI DOHC Turbo,8-Speed Automatic,Black,None reported,44596
Ford,F-250 XL,2014,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Gray,At least 1 accident or damage reported,27900
Land,Rover Range Rover Evoque R-Dynamic HSE,2020,2.0 Liter,Automatic,Black,None reported,44998
Buick,Verano Convenience,2013,180.0HP 2.4L 4 Cylinder Engine Flex Fuel Capability,Transmission w/Dual Shift Mode,Gray,None reported,11995
Porsche,911 GT3,2015,475.0HP 3.8L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Gray,None reported,154900
GMC,Sierra 1500 Denali,2021,6.2L V8 16V GDI OHV,10-Speed Automatic,Walnut,At least 1 accident or damage reported,56900
Chevrolet,Camaro 1SS,2019,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,41500
Rivian,R1T Launch Edition,2022,835.0HP Electric Motor Electric Fuel System,A/T,Black,None reported,82000
Mazda,CX-5 Grand Touring,2021,2.5L I4 16V,6-Speed Automatic,Black,None reported,26288
Toyota,4Runner 4WD,1999,150.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Beige,At least 1 accident or damage reported,8000
Chevrolet,Bolt EUV Premier,2022,Electric,1-Speed Automatic,Jet Black,None reported,31985
Mercedes-Benz,SLK-Class SLK230 Kompressor,2001,190.0HP 2.3L 4 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,9000
Bentley,Continental GT Base,2009,552.0HP 6.0L 12 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,48500
Ford,F-250 XLT,2019,450.0HP 6.7L 8 Cylinder Engine Diesel Fuel,A/T,Black,At least 1 accident or damage reported,50000
BMW,M5 Base,2018,600.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,None reported,60200
Ford,F-250 Lariat,2015,385.0HP 6.2L 8 Cylinder Engine Flex Fuel Capability,A/T,Black,At least 1 accident or damage reported,32500
Land,Rover Range Rover 3.0L V6 Supercharged HSE,2019,380.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,62425
Audi,Q5 2.0T Premium Plus,2018,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,None reported,28500
BMW,330 i xDrive,2017,248.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,21500
Chevrolet,Silverado 1500 LT Trail Boss,2021,5.3L V8 16V GDI OHV,10-Speed Automatic,Jet Black,None reported,43666
BMW,X7 ALPINA XB7,2022,4.4 Liter Twin Turbo,Automatic,Black,None reported,132998
Chevrolet,Suburban 2500 LS,2006,325.0HP 8.1L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,At least 1 accident or damage reported,24950
Mercedes-Benz,GL-Class GL 450,2011,335.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,16500
Dodge,Grand Caravan R/T,2013,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,None reported,35000
Porsche,Panamera Turbo,2018,550.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,None reported,89750
INFINITI,FX50 Base,2009,390.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,At least 1 accident or damage reported,12500
Honda,Civic LX,2016,158.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,13000
Jeep,Wrangler Rubicon,2014,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,21000
Jeep,Compass Latitude,2020,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,None reported,25695
Mercedes-Benz,CLA-Class CLA 250,2015,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,15999
Nissan,Altima 2.5 SL,2014,182.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Black,At least 1 accident or damage reported,9000
Kia,Optima EX,2015,192.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,At least 1 accident or damage reported,11900
Mercedes-Benz,S-Class S 550 4MATIC,2016,449.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,None reported,41999
Chevrolet,Suburban Z71,2022,5.3L V8 16V GDI OHV,Automatic,Jet Black,None reported,64288
GMC,Terrain Denali,2016,301.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,18400
BMW,X5 M Base,2017,567.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,46000
Toyota,Tacoma Base,2009,159.0HP 2.7L 4 Cylinder Engine Gasoline Fuel,M/T,Silver,None reported,17900
Chevrolet,Tahoe LT,2018,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,36000
Bentley,Continental GT V8,2022,"4L V-8 gasoline direct injection, DOHC, variable valve control,",Automatic,Beluga,None reported,269991
Audi,A3 2.0T,2010,200.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,6500
Honda,Pilot EX-L,2020,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,34999
Acura,NSX Base,1993,–,A/T,Black,None reported,90200
Maserati,Ghibli S Q4,2017,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,28700
Kia,Seltos S,2021,146.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,25500
Audi,Q3 S line Premium Plus,2022,2.0 Liter TFSI,Automatic,Pearl Beige,None reported,39998
Ford,Mustang GT,2014,420.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,At least 1 accident or damage reported,28500
Hyundai,Accent SEL,2022,120.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,19500
BMW,335 i xDrive,2009,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,19500
Jaguar,XF Premium,2011,385.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,At least 1 accident or damage reported,9400
Tesla,Model X Long Range,2022,670.0HP Electric Motor Electric Fuel System,A/T,White,None reported,92500
Porsche,Taycan Turbo,2020,616.0HP Electric Motor Electric Fuel System,A/T,Black,None reported,105000
Ford,Expedition Limited,2021,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,52000
Mazda,CX-30 Preferred,2020,2.5L I4 16V GDI DOHC,6-Speed Automatic,Black,None reported,27518
Lincoln,MKZ Base,2011,263.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,8995
Toyota,Tundra SR5,2015,5.7L V8 32V MPFI DOHC,6-Speed Automatic,–,None reported,31380
Mercedes-Benz,AMG C 43 Base 4MATIC,2018,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Brown,At least 1 accident or damage reported,39848
Maserati,GranTurismo Base,2015,444.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Red,None reported,44999
Ferrari,812 Superfast Base,2020,788.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,469900
Mercedes-Benz,G-Class G 550 4MATIC,2020,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,133000
GMC,Acadia SLE-2,2016,3.6L V6 24V GDI DOHC,6-Speed Automatic,Ebony,At least 1 accident or damage reported,12995
Ford,F-150 FX4,2014,411.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,26900
BMW,M4 Base,2023,"3L I-6 gasoline direct injection, DOHC, Double VANOS variable va","Automatic, 8-Spd M STEPTRONIC w/Drivelogic, Sport & Manual Modes",ORANGE,None reported,81000
Chevrolet,Silverado 2500 H/D,2001,300.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,At least 1 accident or damage reported,6500
INFINITI,QX56 Base,2011,400.0HP 5.6L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Beige,None reported,13500
Audi,Q5 2.0T Premium,2012,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,–,None reported,12000
RAM,2500 Tradesman,2018,350.0HP 6.7L Straight 6 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,None reported,50000
BMW,X1 sDrive28i,2014,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,10795
Subaru,Impreza WRX Sti,2005,300.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,None reported,19500
Porsche,911 Carrera 4S,2002,320.0HP 3.6L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,At least 1 accident or damage reported,36995
BMW,X3 xDrive30i,2019,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,None reported,24999
Porsche,Macan S,2019,348.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Blue,At least 1 accident or damage reported,48990
Audi,R8 5.2 V10,2021,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Black / Express Red,None reported,172900
Kia,Sportage X-Pro,2023,2.5L I4 16V PDI DOHC,8-Speed Automatic,Black,None reported,36998
Cadillac,XTS Luxury,2017,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,At least 1 accident or damage reported,20997
Mercedes-Benz,GLS 450 Base 4MATIC,2019,362.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,None reported,53800
Audi,S4 3.0T Premium Plus,2013,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Red,At least 1 accident or damage reported,24000
Dodge,Grand Caravan SE,2018,283.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,A/T,Gray,None reported,35000
Polestar,2 Launch Edition,2021,Electric,1-Speed Automatic,Charcoal,None reported,35999
BMW,M240 i,2019,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Red,None reported,36000
Chevrolet,Suburban RST,2021,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,None reported,61000
Chevrolet,Camaro 2LT,2010,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,At least 1 accident or damage reported,17000
Ford,F-150 XLT,2020,375.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,None reported,29999
Ford,Mustang GT Premium,2016,435.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,33900
Nissan,370Z NISMO Tech,2016,350.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,At least 1 accident or damage reported,31950
Ford,Escape PHEV SE,2022,221.0HP 2.5L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Gray,None reported,32850
Porsche,Cayenne Turbo,2004,450.0HP 4.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,12000
Tesla,Model 3 Long Range,2018,271.0HP Electric Motor Electric Fuel System,A/T,Black,None reported,25900
BMW,M4 Base,2016,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Orange,At least 1 accident or damage reported,40500
Dodge,Challenger SXT,2022,303.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,31000
Jeep,Wrangler Unlimited Rubicon 392,2021,470.0HP 6.4L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,None reported,72980
Jaguar,XKR Base,2007,420.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,At least 1 accident or damage reported,21900
Cadillac,Escalade ESV Platinum,2017,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,47000
Hyundai,Tucson SEL,2022,2.5L I4 16V PDI DOHC,8-Speed Automatic,Black,None reported,27999
Subaru,Impreza Premium,2022,"2L H-4 gasoline direct injection, DOHC, variable valve control,",Variable,Black,At least 1 accident or damage reported,24998
Volkswagen,Arteon 2.0T SEL Premium R-Line,2020,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Mistral Gray / Raven,At least 1 accident or damage reported,34645
Chevrolet,Tahoe LS,2005,285.0HP 4.8L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Gray,At least 1 accident or damage reported,9000
Chevrolet,Camaro 2SS,2022,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,None reported,47500
Ford,Fusion Hybrid Base,2012,191.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Black,At least 1 accident or damage reported,8250
Chevrolet,Corvette Stingray w/2LT,2021,490.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,None reported,72500
Dodge,Challenger R/T,2010,–,Transmission w/Dual Shift Mode,Black,None reported,17000
Chevrolet,Cruze LT,2012,138.0HP 1.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,At least 1 accident or damage reported,4900
Mercedes-Benz,C-Class C 300 4MATIC,2021,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,37999
Chevrolet,Monte Carlo Supercharged SS,2004,240.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,6500
Porsche,911 GT3,2023,4.0L H6 24V GDI DOHC,6-Speed Manual,Gray,None reported,279950
Honda,S2000 Base,2001,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Red,At least 1 accident or damage reported,18000
Jeep,Grand Wagoneer Base,2023,6.4L V8 16V MPFI OHV,8-Speed Automatic,Global Black,None reported,84620
Cadillac,Escalade Premium,2015,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,At least 1 accident or damage reported,35999
Ford,E250 Cargo,2013,225.0HP 4.6L 8 Cylinder Engine Flex Fuel Capability,4-Speed A/T,Gray,At least 1 accident or damage reported,17777
Audi,Q7 3.0T Premium,2017,333.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Brown,None reported,25999
Chevrolet,Suburban LTZ,2016,5.3L V8 16V GDI OHV,6-Speed Automatic,Cocoa / Dune,,29748
BMW,328 i xDrive,2011,230.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,At least 1 accident or damage reported,6000
Honda,CR-V LX,2004,160.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,M/T,Gray,None reported,3750
Volkswagen,Beetle 1.8T,2016,170.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Beige,At least 1 accident or damage reported,19000
Ford,Focus SE,2009,132.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,9500
Lincoln,Navigator Premiere,2018,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Black,At least 1 accident or damage reported,50000
Ford,Excursion XLS,2004,325.0HP 6.0L 8 Cylinder Engine Diesel Fuel,5-Speed A/T,Gray,At least 1 accident or damage reported,18000
Lincoln,Navigator L Reserve,2019,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Beige,None reported,46995
Buick,Enclave 1XL,2011,288.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Beige,At least 1 accident or damage reported,4000
Dodge,Magnum R/T,2005,340.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gold,At least 1 accident or damage reported,12000
Volkswagen,Touareg VR6 Lux,2012,280.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,At least 1 accident or damage reported,12449
Jeep,Grand Cherokee Limited,2018,293.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,None reported,26500
Jeep,Gladiator Overland,2020,285.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,A/T,Beige,None reported,46500
Jeep,Wrangler Unlimited Sahara,2020,2.0L I4 16V GDI DOHC Turbo,8-Speed Automatic,Black,None reported,35297
Ford,F-150 XLT,2021,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Black,None reported,48459
Porsche,911 Carrera S,2017,420.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,7-Speed M/T,Black,None reported,105000
Cadillac,Escalade Luxury,2018,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,Beige,None reported,49999
Land,Rover Defender,2022,5.0L V8 32V GDI DOHC Supercharged,8-Speed Automatic,Black,None reported,104900
INFINITI,QX80 Base,2018,5.6L V8 32V GDI DOHC,7-Speed Automatic,Graphite,None reported,23105
Saturn,Sky Red Line,2009,260.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Black,At least 1 accident or damage reported,9500
BMW,X5 PHEV xDrive45e,2023,389.0HP 3.0L Straight 6 Cylinder Engine Plug-In Electric/Gas,8-Speed A/T,Brown,None reported,67900
Maserati,GranTurismo Base,2008,405.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,A/T,Brown,At least 1 accident or damage reported,13000
BMW,X6 xDrive50i,2019,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,At least 1 accident or damage reported,46999
Toyota,Venza XLE,2013,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,At least 1 accident or damage reported,14200
Chevrolet,Silverado 1500 ZR2,2022,6.2L V8 16V GDI OHV,Automatic,Jet Black,None reported,68590
Chevrolet,Silverado 1500 LT Trail Boss,2020,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,44900
MINI,Hardtop Cooper S,2016,189.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,None reported,17495
Chevrolet,Equinox Premier w/2LZ,2020,2.0L I4 16V GDI DOHC Turbo,9-Speed Automatic,Jet Black,At least 1 accident or damage reported,25800
Ford,F-150 Platinum,2018,395.0HP 5.0L 8 Cylinder Engine Flex Fuel Capability,10-Speed A/T,Black,None reported,46000
Ford,Explorer Sport Trac XLT,2007,292.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,At least 1 accident or damage reported,3850
Porsche,911 Carrera,2023,379.0HP 3.0L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Black,None reported,149000
Subaru,Ascent Touring 7-Passenger,2020,260.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Brown,None reported,32500
Lexus,RX 350 Base,2013,270.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,At least 1 accident or damage reported,16500
